web-scraper-order,web-scraper-start-url,pages,pages-href,item,item-href,prix,Location,superficie,nb pieces,nb chambres,nb salles de bains,etat ,Age,etage,Ca1,Ca2,Ca3,Ca4,Ca5,Ca6,Ca7,Ca8,Ca9,Ca10
1644853593-964,"https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre-all:sc:apartments-for-sale,houses-for-sale,villas-and-luxury-homes-for-sale",5,"https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre-all:sc:apartments-for-sale,houses-for-sale,villas-and-luxury-homes-for-sale:p:5",Bel appartement au cœur de Racine,https://www.mubawab.ma/fr/a/7243152/bel-appartement-au-c%C5%93ur-de-racine,4 200 000 DH,"Racine à
				
				Casablanca","170
					m²",4 Pièces,3 Chambres,3 Salles de bains,Bon état,5-10 ans,"3ème
					étage",Terrasse,Garage,Ascenseur,Concierge,Salon Marocain,Salon européen,Climatisation,Double vitrage,Sécurité,TV
1644853781-1039,"https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre-all:sc:apartments-for-sale,houses-for-sale,villas-and-luxury-homes-for-sale",3,"https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre-all:sc:apartments-for-sale,houses-for-sale,villas-and-luxury-homes-for-sale:p:3",Appartement à bourgogne,https://www.mubawab.ma/fr/a/7138958/appartement-%C3%A0-bourgogne,3 225 000 DH,"Bourgogne Ouest à
				
				Casablanca","215
					m²",4 Pièces,3 Chambres,2 Salles de bains,Bon état,20-30 ans,"2ème
					étage",Terrasse,Garage,Ascenseur,Concierge,Climatisation,Double vitrage,Antenne parabolique,Cuisine équipée,null,null
1644853819-1053,"https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre-all:sc:apartments-for-sale,houses-for-sale,villas-and-luxury-homes-for-sale",2,"https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre-all:sc:apartments-for-sale,houses-for-sale,villas-and-luxury-homes-for-sale:p:2",Vente villa moderne quartier Ain Diab Cas...,https://www.mubawab.ma/fr/a/6299238/vente-villa-moderne-quartier-ain-diab-casablanca,13 500 000 DH,"Ain Diab à
				
				Casablanca","767
					m²",7 Pièces,4 Chambres,3 Salles de bains,Bon état,null,null,Garage,Piscine,Jardin,Salon Marocain,Salon européen,Climatisation,Chauffage central,Antenne parabolique,Marbre,Micro-ondes
1644853764-1032,"https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre-all:sc:apartments-for-sale,houses-for-sale,villas-and-luxury-homes-for-sale",3,"https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre-all:sc:apartments-for-sale,houses-for-sale,villas-and-luxury-homes-for-sale:p:3",Appartement de 99m² en vente Les Allées d...,https://www.mubawab.ma/fr/pa/7259210/appartement-de-99m%C2%B2-en-vente-les-all%C3%A9es-de-californie-2,1 713 000 DH,"Californie à
				
				Casablanca","99
					m²",4 Pièces,3 Chambres,1 Salle de bain,Nouveau,"4ème
					étage",null,Climatisation,Cuisine équipée,Four,null,null,null,null,null,null,null
1644853684-1000,"https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre-all:sc:apartments-for-sale,houses-for-sale,villas-and-luxury-homes-for-sale",4,"https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre-all:sc:apartments-for-sale,houses-for-sale,villas-and-luxury-homes-for-sale:p:4","Appartement de 73m², 2 Pièces, Moulay Rac...",https://www.mubawab.ma/fr/pa/6969599/appartement-de-73m%C2%B2-2-pi%C3%A8ces-moulay-rachid,550 000 DH,"Hay Moulay Rachid 1 à
				
				Casablanca","73
					m²",3 Pièces,2 Chambres,1 Salle de bain,Nouveau,null,null,Ascenseur,Four,null,null,Voir la vidéo,null,null,null,null,null
1644853752-1027,"https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre-all:sc:apartments-for-sale,houses-for-sale,villas-and-luxury-homes-for-sale",3,"https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre-all:sc:apartments-for-sale,houses-for-sale,villas-and-luxury-homes-for-sale:p:3",Vente d'un bel appartement 3ch à 2mars. S...,https://www.mubawab.ma/fr/a/7232791/vente-d-un-bel-appartement-3ch-%C3%A0-2mars-surface-de-165-m%C2%B2,2 350 000 DH,"Les Hôpitaux à
				
				Casablanca","165
					m²",4 Pièces,3 Chambres,3 Salles de bains,Bon état,5-10 ans,"3ème
					étage",Terrasse,Garage,Ascenseur,Jardin,Concierge,Salon Marocain,Salon européen,Climatisation,Sécurité,null
1644853423-895,"https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre-all:sc:apartments-for-sale,houses-for-sale,villas-and-luxury-homes-for-sale",7,"https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre-all:sc:apartments-for-sale,houses-for-sale,villas-and-luxury-homes-for-sale:p:7",Appartement à vendre entre Biranzarane et...,https://www.mubawab.ma/fr/a/7325334/appartement-%C3%A0-vendre-entre-biranzarane-et-romandie,3 150 000 DH,"Racine Extension à
				
				Casablanca","204
					m²",6 Pièces,4 Chambres,3 Salles de bains,Bon état,5-10 ans,"1er
					étage",Terrasse,Garage,Ascenseur,Concierge,Chambre rangement,Salon européen,Climatisation,Double vitrage,Sécurité,Machine à laver
1644853850-1066,"https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre-all:sc:apartments-for-sale,houses-for-sale,villas-and-luxury-homes-for-sale",2,"https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre-all:sc:apartments-for-sale,houses-for-sale,villas-and-luxury-homes-for-sale:p:2","Appartemen de 117m² en vente, LIV'IN Gard...",https://www.mubawab.ma/fr/pa/7331073/appartemen-de-117m%C2%B2-en-vente-liv-in-garden,1 975 000 DH,"Maârif Extension à
				
				Casablanca","117
					m²",4 Pièces,3 Chambres,2 Salles de bains,null,null,null,Jardin,Concierge,Climatisation,Sécurité,Voir le catalogue en PDF,Voir la vidéo,null,null,null,null
1644853838-1061,"https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre-all:sc:apartments-for-sale,houses-for-sale,villas-and-luxury-homes-for-sale",2,"https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre-all:sc:apartments-for-sale,houses-for-sale,villas-and-luxury-homes-for-sale:p:2",Appartement à vendre,https://www.mubawab.ma/fr/a/7358199/appartement-%C3%A0-vendre,2 500 000 DH,"Bourgogne Ouest à
				
				Casablanca","140
					m²",4 Pièces,3 Chambres,2 Salles de bains,Bon état,"2ème
					étage",null,Garage,Ascenseur,Concierge,null,null,null,null,null,null,null
1644853418-893,"https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre-all:sc:apartments-for-sale,houses-for-sale,villas-and-luxury-homes-for-sale",7,"https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre-all:sc:apartments-for-sale,houses-for-sale,villas-and-luxury-homes-for-sale:p:7",Top villa isole de 507m2 a la vente,https://www.mubawab.ma/fr/a/7364103/top-villa-isole-de-507m2-a-la-vente,8 000 000 DH,"Oasis à
				
				Casablanca","507
					m²",7 Pièces,5 Chambres,6 Salles de bains,Bon état,1-5 ans,null,Terrasse,Garage,Jardin,Concierge,Chambre rangement,Salon Marocain,Salon européen,Climatisation,Antenne parabolique,Marbre
1644853695-1004,"https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre-all:sc:apartments-for-sale,houses-for-sale,villas-and-luxury-homes-for-sale",4,"https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre-all:sc:apartments-for-sale,houses-for-sale,villas-and-luxury-homes-for-sale:p:4",Appartement de 108m² avec 35m² de terrass...,https://www.mubawab.ma/fr/pa/7331079/appartement-de-108m%C2%B2-avec-35m%C2%B2-de-terrasse-en-vente-liv-in-garden,2 150 000 DH,"Maârif Extension à
				
				Casablanca","143
					m²",4 Pièces,3 Chambres,2 Salles de bains,null,null,null,Terrasse,Jardin,Concierge,Climatisation,Voir le catalogue en PDF,Voir la vidéo,null,null,null,null
1644853648-986,"https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre-all:sc:apartments-for-sale,houses-for-sale,villas-and-luxury-homes-for-sale",4,"https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre-all:sc:apartments-for-sale,houses-for-sale,villas-and-luxury-homes-for-sale:p:4",Appartement a vendre maarif,https://www.mubawab.ma/fr/a/7285872/appartement-a-vendre-maarif,1 660 000 DH,"Maârif Extension à
				
				Casablanca","148
					m²",3 Pièces,3 Chambres,2 Salles de bains,Bon état,20-30 ans,"1er
					étage",Garage,Ascenseur,Salon Marocain,Salon européen,Antenne parabolique,Sécurité,Marbre,null,null,null
1644853675-996,"https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre-all:sc:apartments-for-sale,houses-for-sale,villas-and-luxury-homes-for-sale",4,"https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre-all:sc:apartments-for-sale,houses-for-sale,villas-and-luxury-homes-for-sale:p:4",Bel appartement à vendre sur les princess...,https://www.mubawab.ma/fr/a/7365659/bel-appartement-%C3%A0-vendre-sur-les-princesses,1 400 000 DH,"Les princesses à
				
				Casablanca","92
					m²",6 Pièces,2 Chambres,2 Salles de bains,Bon état,5-10 ans,"2ème
					étage",Garage,Concierge,Chambre rangement,Salon européen,Climatisation,Chauffage central,Antenne parabolique,Sécurité,Cuisine équipée,null
1644853718-1013,"https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre-all:sc:apartments-for-sale,houses-for-sale,villas-and-luxury-homes-for-sale",3,"https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre-all:sc:apartments-for-sale,houses-for-sale,villas-and-luxury-homes-for-sale:p:3",Bel appartements à vendre beusejour,https://www.mubawab.ma/fr/a/7138768/bel-appartements-%C3%A0-vendre-beusejour,3 200 000 DH,"Franceville à
				
				Casablanca","191
					m²",3 Pièces,3 Chambres,3 Salles de bains,Nouveau,1-5 ans,"4ème
					étage",Terrasse,Garage,Ascenseur,Concierge,Chambre rangement,Salon Marocain,Salon européen,Climatisation,Antenne parabolique,Marbre
1644853829-1057,"https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre-all:sc:apartments-for-sale,houses-for-sale,villas-and-luxury-homes-for-sale",2,"https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre-all:sc:apartments-for-sale,houses-for-sale,villas-and-luxury-homes-for-sale:p:2",Appartement de 99m² avec 11m² de terrasse...,https://www.mubawab.ma/fr/pa/7331080/appartement-de-99m%C2%B2-avec-11m%C2%B2-de-terrasse-en-vente-liv-in-garden,1 850 000 DH,"Maârif Extension à
				
				Casablanca","110
					m²",3 Pièces,2 Chambres,1 Salle de bain,null,null,null,Terrasse,Jardin,Concierge,Climatisation,Voir le catalogue en PDF,Voir la vidéo,null,null,null,null
1644853486-920,"https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre-all:sc:apartments-for-sale,houses-for-sale,villas-and-luxury-homes-for-sale",6,"https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre-all:sc:apartments-for-sale,houses-for-sale,villas-and-luxury-homes-for-sale:p:6",Villa à vendre à Polo,https://www.mubawab.ma/fr/a/6960679/villa-%C3%A0-vendre-%C3%A0-polo,8 500 000 DH,"Polo à
				
				Casablanca","800
					m²",7 Pièces,4 Chambres,4 Salles de bains,Bon état,null,null,Piscine,null,null,null,null,null,null,null,null,null
1644853725-1016,"https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre-all:sc:apartments-for-sale,houses-for-sale,villas-and-luxury-homes-for-sale",3,"https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre-all:sc:apartments-for-sale,houses-for-sale,villas-and-luxury-homes-for-sale:p:3","Appartement de 110m² en vente, Famille D'...",https://www.mubawab.ma/fr/pa/7284725/appartement-de-110m%C2%B2-en-vente-famille-d-amour,2 030 000 DH,"Bourgogne Ouest à
				
				Casablanca","110
					m²",3 Pièces,3 Chambres,2 Salles de bains,"2ème
					étage",null,null,Terrasse,Cuisine équipée,Four,null,null,null,null,null,null,null
1644853411-890,"https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre-all:sc:apartments-for-sale,houses-for-sale,villas-and-luxury-homes-for-sale",7,"https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre-all:sc:apartments-for-sale,houses-for-sale,villas-and-luxury-homes-for-sale:p:7",MAGNIFIQUE DUPLEX 325 m2 sans aucun vis a...,https://www.mubawab.ma/fr/a/7288979/magnifique-duplex-325-m2-sans-aucun-vis-a-vis,4 750 000 DH,"Les princesses à
				
				Casablanca","325
					m²",8 Pièces,4 Chambres,4 Salles de bains,Bon état,5-10 ans,"5ème
					étage",Terrasse,Garage,Ascenseur,Concierge,Chambre rangement,Climatisation,Chauffage central,Cheminée,null,null
1644853607-970,"https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre-all:sc:apartments-for-sale,houses-for-sale,villas-and-luxury-homes-for-sale",5,"https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre-all:sc:apartments-for-sale,houses-for-sale,villas-and-luxury-homes-for-sale:p:5",Appartement HS en plien Oasis,https://www.mubawab.ma/fr/a/7155150/appartement-hs-en-plien-oasis,1 680 000 DH,"Oasis à
				
				Casablanca","85
					m²",3 Pièces,2 Chambres,2 Salles de bains,Nouveau,Moins d'un an,"2ème
					étage",Terrasse,Garage,Ascenseur,Concierge,Salon européen,Climatisation,Double vitrage,Antenne parabolique,Cuisine équipée,null
1644853391-883,"https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre-all:sc:apartments-for-sale,houses-for-sale,villas-and-luxury-homes-for-sale",7,"https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre-all:sc:apartments-for-sale,houses-for-sale,villas-and-luxury-homes-for-sale:p:7",Appartement à l'achat à Al Madina Aljadid...,https://www.mubawab.ma/fr/a/7365927/appartement-%C3%A0-l-achat-%C3%A0-al-madina-aljadida-surface-totale-65-m%C2%B2-porte-blind%C3%A9e-s%C3%A9curit%C3%A9,null,"Al Madina Aljadida à
				
				Casablanca","65
					m²",4 Pièces,3 Chambres,1 Salle de bain,Bon état,Moins d'un an,"3ème
					étage",Terrasse,Garage,Ascenseur,Concierge,Salon Marocain,Salon européen,Climatisation,Double vitrage,Porte blindée,Machine à laver
1644853569-954,"https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre-all:sc:apartments-for-sale,houses-for-sale,villas-and-luxury-homes-for-sale",5,"https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre-all:sc:apartments-for-sale,houses-for-sale,villas-and-luxury-homes-for-sale:p:5",Sublime appartement avec de beaux volumes...,https://www.mubawab.ma/fr/a/7353630/sublime-appartement-avec-de-beaux-volumes-au-coeur-de-racine,2 800 000 DH,"Racine à
				
				Casablanca","191
					m²",4 Pièces,3 Chambres,3 Salles de bains,Bon état,10-20 ans,"2ème
					étage",Garage,Ascenseur,Concierge,Climatisation,Cheminée,Marbre,TV,null,null,null
1644853827-1056,"https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre-all:sc:apartments-for-sale,houses-for-sale,villas-and-luxury-homes-for-sale",2,"https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre-all:sc:apartments-for-sale,houses-for-sale,villas-and-luxury-homes-for-sale:p:2",Appartement au RDC de 74m² en vente Résid...,https://www.mubawab.ma/fr/pa/7284110/appartement-au-rdc-de-74m%C2%B2-en-vente-r%C3%A9sidence-al-hamd-2,698 000 DH,"City Dar Es Salaam à
				
				Casablanca","74
					m²",3 Pièces,2 Chambres,1 Salle de bain,Nouveau,null,null,Ascenseur,Cuisine équipée,Four,null,Voir la vidéo,null,null,null,null,null
1644853815-1051,"https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre-all:sc:apartments-for-sale,houses-for-sale,villas-and-luxury-homes-for-sale",2,"https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre-all:sc:apartments-for-sale,houses-for-sale,villas-and-luxury-homes-for-sale:p:2",Vente Appartement Casablanca Palmier,https://www.mubawab.ma/fr/a/7329508/vente-appartement-casablanca-palmier,1 600 000 DH,"Palmier à
				
				Casablanca","116
					m²",4 Pièces,3 Chambres,2 Salles de bains,Bon état,"1er
					étage",null,Garage,Ascenseur,Concierge,Marbre,null,null,null,null,null,null
1644853800-1046,"https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre-all:sc:apartments-for-sale,houses-for-sale,villas-and-luxury-homes-for-sale",2,"https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre-all:sc:apartments-for-sale,houses-for-sale,villas-and-luxury-homes-for-sale:p:2",A vendre Appartement 76m² Oulfa Hay Hassa...,https://www.mubawab.ma/fr/a/7366206/a-vendre-appartement-76m%C2%B2-oulfa-hay-hassani-casa,null,"Oulfa à
				
				Casablanca","76
					m²",4 Pièces,3 Chambres,2 Salles de bains,Bon état,1-5 ans,null,null,null,null,null,null,null,null,null,null,null
1644853836-1060,"https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre-all:sc:apartments-for-sale,houses-for-sale,villas-and-luxury-homes-for-sale",2,"https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre-all:sc:apartments-for-sale,houses-for-sale,villas-and-luxury-homes-for-sale:p:2",Villa a vendre dans une Impasse,https://www.mubawab.ma/fr/a/7311041/villa-a-vendre-dans-une-impasse,8 500 000 DH,"Oasis sud à
				
				Casablanca","550
					m²",5 Pièces,4 Chambres,2 Salles de bains,Bon état,null,null,Terrasse,Garage,Piscine,Jardin,Chambre rangement,null,null,null,null,null
1644853788-1042,"https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre-all:sc:apartments-for-sale,houses-for-sale,villas-and-luxury-homes-for-sale",3,"https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre-all:sc:apartments-for-sale,houses-for-sale,villas-and-luxury-homes-for-sale:p:3",Vente de deux studios neuf à Casablanca,https://www.mubawab.ma/fr/a/7363657/vente-de-deux-studios-neuf-%C3%A0-casablanca,910 000 DH,"Tantonville à
				
				Casablanca","46
					m²",2 Pièces,1 Chambre,2 Salles de bains,Nouveau,Moins d'un an,null,Terrasse,Garage,Ascenseur,Concierge,Chambre rangement,Climatisation,Chauffage central,Cuisine équipée,null,null
1644853783-1040,"https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre-all:sc:apartments-for-sale,houses-for-sale,villas-and-luxury-homes-for-sale",3,"https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre-all:sc:apartments-for-sale,houses-for-sale,villas-and-luxury-homes-for-sale:p:3",Somptueuse villa ultra moderne à vendre,https://www.mubawab.ma/fr/a/7146643/somptueuse-villa-ultra-moderne-%C3%A0-vendre,23 000 000 DH,"Ain Diab à
				
				Casablanca","1200
					m²",8 Pièces,4 Chambres,4 Salles de bains,Bon état,null,null,Terrasse,Garage,Piscine,Jardin,Concierge,Vue sur mer,Climatisation,Chauffage central,Sécurité,null
1644853860-1070,"https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre-all:sc:apartments-for-sale,houses-for-sale,villas-and-luxury-homes-for-sale",2,"https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre-all:sc:apartments-for-sale,houses-for-sale,villas-and-luxury-homes-for-sale:p:2",Appartement de 101m² avec 73m² de terrass...,https://www.mubawab.ma/fr/pa/7331075/appartement-de-101m%C2%B2-avec-73m%C2%B2-de-terrasse-en-vente-liv-in-garden,2 150 000 DH,"Maârif Extension à
				
				Casablanca","174
					m²",4 Pièces,3 Chambres,2 Salles de bains,null,null,null,Terrasse,Jardin,Concierge,Climatisation,Voir le catalogue en PDF,Voir la vidéo,null,null,null,null
1644853595-965,"https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre-all:sc:apartments-for-sale,houses-for-sale,villas-and-luxury-homes-for-sale",5,"https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre-all:sc:apartments-for-sale,houses-for-sale,villas-and-luxury-homes-for-sale:p:5",Splendide appartement HS avec terrasse su...,https://www.mubawab.ma/fr/a/6351567/splendide-appartement-hs-avec-terrasse-sur-2-mars,1 380 000 DH,"Les Hôpitaux à
				
				Casablanca","124
					m²",3 Pièces,2 Chambres,2 Salles de bains,Bon état,5-10 ans,"4ème
					étage",Terrasse,Garage,Ascenseur,Concierge,Salon Marocain,Salon européen,Antenne parabolique,Cheminée,Marbre,Réfrigérateur
1644853428-897,"https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre-all:sc:apartments-for-sale,houses-for-sale,villas-and-luxury-homes-for-sale",7,"https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre-all:sc:apartments-for-sale,houses-for-sale,villas-and-luxury-homes-for-sale:p:7",Appartement pas cher goulmima casablanca,https://www.mubawab.ma/fr/a/7334876/appartement-pas-cher-goulmima-casablanca,1 250 000 DH,"Bourgogne Ouest à
				
				Casablanca","120
					m²",4 Pièces,3 Chambres,2 Salles de bains,Bon état,10-20 ans,"5ème
					étage",Garage,Ascenseur,Marbre,Cuisine équipée,null,null,null,null,null,null
